sensor_id,timestamp,value,unit
humidity_sensor_1,2026-01-11T03:13:04.269573,48.41,%
pressure_sensor_1,2026-01-11T03:13:12.269573,1010.04,hPa
pressure_sensor_1,2026-01-11T03:13:20.269573,107.53,hPa
temp_sensor_2,2026-01-11T03:13:28.269573,23.21,C
pressure_sensor_1,2026-01-11T03:13:36.269573,1019.31,hPa
humidity_sensor_1,2026-01-11T03:13:44.269573,54.92,%
temp_sensor_2,2026-01-11T03:13:52.269573,21.97,C
temp_sensor_1,2026-01-11T03:14:00.269573,19.63,C
temp_sensor_2,2026-01-11T03:14:08.269573,20.24,C
temp_sensor_1,2026-01-11T03:14:16.269573,22.94,C
humidity_sensor_1,2026-01-11T03:14:24.269573,52.13,%
pressure_sensor_1,2026-01-11T03:14:32.269573,1014.1,hPa
temp_sensor_1,2026-01-11T03:14:40.269573,21.13,C
temp_sensor_1,2026-01-11T03:14:48.269573,131.36,C
pressure_sensor_1,2026-01-11T03:14:56.269573,1020.95,hPa
temp_sensor_1,2026-01-11T03:15:04.269573,19.37,C
temp_sensor_1,2026-01-11T03:15:12.269573,20.13,C
temp_sensor_2,2026-01-11T03:15:20.269573,18.98,C
temp_sensor_1,2026-01-11T03:15:28.269573,19.22,C
temp_sensor_1,2026-01-11T03:15:36.269573,21.0,C
pressure_sensor_1,2026-01-11T03:15:44.269573,1004.56,hPa
humidity_sensor_1,2026-01-11T03:15:52.269573,58.62,%
temp_sensor_2,2026-01-11T03:16:00.269573,21.2,C
humidity_sensor_1,2026-01-11T03:16:08.269573,51.76,%
pressure_sensor_1,2026-01-11T03:16:16.269573,1010.3,hPa
temp_sensor_2,2026-01-11T03:16:24.269573,19.92,C
pressure_sensor_1,2026-01-11T03:16:32.269573,1020.37,hPa
temp_sensor_1,2026-01-11T03:16:40.269573,120.71,C
pressure_sensor_1,2026-01-11T03:16:48.269573,1007.37,hPa
temp_sensor_1,2026-01-11T03:16:56.269573,20.02,C
temp_sensor_1,2026-01-11T03:17:04.269573,20.82,C
pressure_sensor_1,2026-01-11T03:17:12.269573,1000.18,hPa
humidity_sensor_1,2026-01-11T03:17:20.269573,41.69,%
pressure_sensor_1,2026-01-11T03:17:28.269573,1037.56,hPa
temp_sensor_2,2026-01-11T03:17:36.269573,16.17,C
pressure_sensor_1,2026-01-11T03:17:44.269573,1022.25,hPa
temp_sensor_2,2026-01-11T03:17:52.269573,16.0,C
humidity_sensor_1,2026-01-11T03:18:00.269573,47.37,%
pressure_sensor_1,2026-01-11T03:18:08.269573,1018.94,hPa
humidity_sensor_1,2026-01-11T03:18:16.269573,47.43,%
humidity_sensor_1,2026-01-11T03:18:24.269573,45.63,%
temp_sensor_1,2026-01-11T03:18:32.269573,19.68,C
temp_sensor_2,2026-01-11T03:18:40.269573,20.86,C
pressure_sensor_1,2026-01-11T03:18:48.269573,1015.04,hPa
pressure_sensor_1,2026-01-11T03:18:56.269573,1029.05,hPa
temp_sensor_2,2026-01-11T03:19:04.269573,21.81,C
temp_sensor_2,2026-01-11T03:19:12.269573,21.86,C
pressure_sensor_1,2026-01-11T03:19:20.269573,1020.52,hPa
humidity_sensor_1,2026-01-11T03:19:28.269573,59.34,%
pressure_sensor_1,2026-01-11T03:19:36.269573,1032.33,hPa
temp_sensor_1,2026-01-11T03:19:44.269573,18.94,C
pressure_sensor_1,2026-01-11T03:19:52.269573,1013.49,hPa
temp_sensor_1,2026-01-11T03:20:00.269573,18.76,C
temp_sensor_1,2026-01-11T03:20:08.269573,18.4,C
temp_sensor_1,2026-01-11T03:20:16.269573,22.02,C
humidity_sensor_1,2026-01-11T03:20:24.269573,46.88,%
temp_sensor_2,2026-01-11T03:20:32.269573,19.61,C
temp_sensor_2,2026-01-11T03:20:40.269573,20.16,C
temp_sensor_1,2026-01-11T03:20:48.269573,18.86,C
pressure_sensor_1,2026-01-11T03:20:56.269573,1012.63,hPa
temp_sensor_2,2026-01-11T03:21:04.269573,21.2,C
temp_sensor_2,2026-01-11T03:21:12.269573,16.92,C
humidity_sensor_1,2026-01-11T03:21:20.269573,53.4,%
humidity_sensor_1,2026-01-11T03:21:28.269573,46.76,%
temp_sensor_2,2026-01-11T03:21:36.269573,21.75,C
pressure_sensor_1,2026-01-11T03:21:44.269573,1014.51,hPa
humidity_sensor_1,2026-01-11T03:21:52.269573,57.6,%
temp_sensor_1,2026-01-11T03:22:00.269573,19.75,C
temp_sensor_2,2026-01-11T03:22:08.269573,17.25,C
temp_sensor_2,2026-01-11T03:22:16.269573,23.02,C
humidity_sensor_1,2026-01-11T03:22:24.269573,47.63,%
pressure_sensor_1,2026-01-11T03:22:32.269573,1016.15,hPa
humidity_sensor_1,2026-01-11T03:22:40.269573,44.94,%
temp_sensor_2,2026-01-11T03:22:48.269573,18.27,C
temp_sensor_2,2026-01-11T03:22:56.269573,20.4,C
humidity_sensor_1,2026-01-11T03:23:04.269573,57.08,%
temp_sensor_2,2026-01-11T03:23:12.269573,19.95,C
temp_sensor_1,2026-01-11T03:23:20.269573,18.55,C
temp_sensor_2,2026-01-11T03:23:28.269573,19.2,C
humidity_sensor_1,2026-01-11T03:23:36.269573,47.49,%
humidity_sensor_1,2026-01-11T03:23:44.269573,53.47,%
temp_sensor_2,2026-01-11T03:23:52.269573,23.02,C
temp_sensor_1,2026-01-11T03:24:00.269573,22.11,C
humidity_sensor_1,2026-01-11T03:24:08.269573,55.16,%
humidity_sensor_1,2026-01-11T03:24:16.269573,46.1,%
temp_sensor_1,2026-01-11T03:24:24.269573,20.47,C
temp_sensor_2,2026-01-11T03:24:32.269573,19.91,C
temp_sensor_2,2026-01-11T03:24:40.269573,17.41,C
temp_sensor_2,2026-01-11T03:24:48.269573,17.14,C
pressure_sensor_1,2026-01-11T03:24:56.269573,1013.27,hPa
pressure_sensor_1,2026-01-11T03:25:04.269573,991.51,hPa
temp_sensor_2,2026-01-11T03:25:12.269573,19.56,C
temp_sensor_2,2026-01-11T03:25:20.269573,18.49,C
pressure_sensor_1,2026-01-11T03:25:28.269573,1009.29,hPa
humidity_sensor_1,2026-01-11T03:25:36.269573,44.22,%
humidity_sensor_1,2026-01-11T03:25:44.269573,142.8,%
temp_sensor_2,2026-01-11T03:25:52.269573,23.94,C
pressure_sensor_1,2026-01-11T03:26:00.269573,1007.67,hPa
temp_sensor_1,2026-01-11T03:26:08.269573,20.39,C
temp_sensor_2,2026-01-11T03:26:16.269573,21.79,C
temp_sensor_2,2026-01-11T03:26:24.269573,19.77,C
humidity_sensor_1,2026-01-11T03:26:32.269573,50.19,%
pressure_sensor_1,2026-01-11T03:26:40.269573,1018.15,hPa
humidity_sensor_1,2026-01-11T03:26:48.269573,48.8,%
temp_sensor_2,2026-01-11T03:26:56.269573,17.62,C
temp_sensor_2,2026-01-11T03:27:04.269573,19.67,C
temp_sensor_1,2026-01-11T03:27:12.269573,19.64,C
temp_sensor_2,2026-01-11T03:27:20.269573,132.24,C
humidity_sensor_1,2026-01-11T03:27:28.269573,39.1,%
pressure_sensor_1,2026-01-11T03:27:36.269573,1024.41,hPa
pressure_sensor_1,2026-01-11T03:27:44.269573,1027.76,hPa
humidity_sensor_1,2026-01-11T03:27:52.269573,48.9,%
humidity_sensor_1,2026-01-11T03:28:00.269573,45.37,%
humidity_sensor_1,2026-01-11T03:28:08.269573,102.71,%
temp_sensor_2,2026-01-11T03:28:16.269573,18.38,C
temp_sensor_2,2026-01-11T03:28:24.269573,21.9,C
temp_sensor_2,2026-01-11T03:28:32.269573,17.72,C
temp_sensor_2,2026-01-11T03:28:40.269573,17.86,C
temp_sensor_2,2026-01-11T03:28:48.269573,24.23,C
pressure_sensor_1,2026-01-11T03:28:56.269573,1005.85,hPa
pressure_sensor_1,2026-01-11T03:29:04.269573,1007.43,hPa
humidity_sensor_1,2026-01-11T03:29:12.269573,48.45,%
humidity_sensor_1,2026-01-11T03:29:20.269573,52.07,%
pressure_sensor_1,2026-01-11T03:29:28.269573,1008.16,hPa
humidity_sensor_1,2026-01-11T03:29:36.269573,52.84,%
pressure_sensor_1,2026-01-11T03:29:44.269573,1014.74,hPa
humidity_sensor_1,2026-01-11T03:29:52.269573,56.32,%
temp_sensor_2,2026-01-11T03:30:00.269573,22.32,C
temp_sensor_1,2026-01-11T03:30:08.269573,20.5,C
temp_sensor_2,2026-01-11T03:30:16.269573,19.29,C
temp_sensor_2,2026-01-11T03:30:24.269573,21.62,C
humidity_sensor_1,2026-01-11T03:30:32.269573,52.11,%
humidity_sensor_1,2026-01-11T03:30:40.269573,47.99,%
pressure_sensor_1,2026-01-11T03:30:48.269573,1016.18,hPa
temp_sensor_1,2026-01-11T03:30:56.269573,18.0,C
pressure_sensor_1,2026-01-11T03:31:04.269573,1020.25,hPa
humidity_sensor_1,2026-01-11T03:31:12.269573,44.72,%
humidity_sensor_1,2026-01-11T03:31:20.269573,49.9,%
temp_sensor_2,2026-01-11T03:31:28.269573,17.95,C
temp_sensor_1,2026-01-11T03:31:36.269573,19.51,C
humidity_sensor_1,2026-01-11T03:31:44.269573,46.41,%
humidity_sensor_1,2026-01-11T03:31:52.269573,63.48,%
humidity_sensor_1,2026-01-11T03:32:00.269573,40.98,%
pressure_sensor_1,2026-01-11T03:32:08.269573,1015.45,hPa
temp_sensor_1,2026-01-11T03:32:16.269573,22.32,C
pressure_sensor_1,2026-01-11T03:32:24.269573,987.13,hPa
temp_sensor_2,2026-01-11T03:32:32.269573,20.12,C
pressure_sensor_1,2026-01-11T03:32:40.269573,1010.48,hPa
humidity_sensor_1,2026-01-11T03:32:48.269573,51.56,%
pressure_sensor_1,2026-01-11T03:32:56.269573,1006.49,hPa
temp_sensor_2,2026-01-11T03:33:04.269573,20.78,C
temp_sensor_2,2026-01-11T03:33:12.269573,19.97,C
temp_sensor_1,2026-01-11T03:33:20.269573,18.71,C
temp_sensor_1,2026-01-11T03:33:28.269573,22.93,C
temp_sensor_2,2026-01-11T03:33:36.269573,19.9,C
pressure_sensor_1,2026-01-11T03:33:44.269573,1028.27,hPa
pressure_sensor_1,2026-01-11T03:33:52.269573,126.09,hPa
humidity_sensor_1,2026-01-11T03:34:00.269573,47.64,%
temp_sensor_1,2026-01-11T03:34:08.269573,19.65,C
temp_sensor_2,2026-01-11T03:34:16.269573,23.79,C
temp_sensor_2,2026-01-11T03:34:24.269573,20.85,C
pressure_sensor_1,2026-01-11T03:34:32.269573,1016.8,hPa
humidity_sensor_1,2026-01-11T03:34:40.269573,41.73,%
temp_sensor_2,2026-01-11T03:34:48.269573,23.33,C
temp_sensor_2,2026-01-11T03:34:56.269573,121.51,C
temp_sensor_2,2026-01-11T03:35:04.269573,22.01,C
pressure_sensor_1,2026-01-11T03:35:12.269573,1004.34,hPa
pressure_sensor_1,2026-01-11T03:35:20.269573,1006.89,hPa
humidity_sensor_1,2026-01-11T03:35:28.269573,42.53,%
temp_sensor_2,2026-01-11T03:35:36.269573,16.22,C
humidity_sensor_1,2026-01-11T03:35:44.269573,39.95,%
humidity_sensor_1,2026-01-11T03:35:52.269573,50.38,%
pressure_sensor_1,2026-01-11T03:36:00.269573,1007.9,hPa
humidity_sensor_1,2026-01-11T03:36:08.269573,47.78,%
temp_sensor_2,2026-01-11T03:36:16.269573,21.1,C
pressure_sensor_1,2026-01-11T03:36:24.269573,1006.77,hPa
temp_sensor_2,2026-01-11T03:36:32.269573,20.28,C
pressure_sensor_1,2026-01-11T03:36:40.269573,1013.71,hPa
pressure_sensor_1,2026-01-11T03:36:48.269573,1008.0,hPa
humidity_sensor_1,2026-01-11T03:36:56.269573,46.78,%
pressure_sensor_1,2026-01-11T03:37:04.269573,1018.44,hPa
pressure_sensor_1,2026-01-11T03:37:12.269573,1002.76,hPa
pressure_sensor_1,2026-01-11T03:37:20.269573,1009.49,hPa
pressure_sensor_1,2026-01-11T03:37:28.269573,100.77,hPa
temp_sensor_2,2026-01-11T03:37:36.269573,14.56,C
pressure_sensor_1,2026-01-11T03:37:44.269573,1023.78,hPa
temp_sensor_2,2026-01-11T03:37:52.269573,16.03,C
humidity_sensor_1,2026-01-11T03:38:00.269573,52.71,%
temp_sensor_2,2026-01-11T03:38:08.269573,16.77,C
temp_sensor_1,2026-01-11T03:38:16.269573,20.45,C
humidity_sensor_1,2026-01-11T03:38:24.269573,46.75,%
temp_sensor_2,2026-01-11T03:38:32.269573,20.39,C
humidity_sensor_1,2026-01-11T03:38:40.269573,49.93,%
pressure_sensor_1,2026-01-11T03:38:48.269573,1013.86,hPa
temp_sensor_2,2026-01-11T03:38:56.269573,25.67,C
temp_sensor_2,2026-01-11T03:39:04.269573,18.79,C
humidity_sensor_1,2026-01-11T03:39:12.269573,143.14,%
temp_sensor_2,2026-01-11T03:39:20.269573,17.85,C
temp_sensor_1,2026-01-11T03:39:28.269573,19.07,C
humidity_sensor_1,2026-01-11T03:39:36.269573,52.35,%
humidity_sensor_1,2026-01-11T03:39:44.269573,49.76,%
pressure_sensor_1,2026-01-11T03:39:52.269573,1024.67,hPa
temp_sensor_1,2026-01-11T03:40:00.269573,18.14,C
temp_sensor_1,2026-01-11T03:40:08.269573,19.38,C
pressure_sensor_1,2026-01-11T03:40:16.269573,1015.0,hPa
temp_sensor_1,2026-01-11T03:40:24.269573,19.6,C
pressure_sensor_1,2026-01-11T03:40:32.269573,1018.46,hPa
pressure_sensor_1,2026-01-11T03:40:40.269573,1015.99,hPa
temp_sensor_1,2026-01-11T03:40:48.269573,19.11,C
temp_sensor_1,2026-01-11T03:40:56.269573,22.28,C
humidity_sensor_1,2026-01-11T03:41:04.269573,51.43,%
pressure_sensor_1,2026-01-11T03:41:12.269573,985.11,hPa
temp_sensor_1,2026-01-11T03:41:20.269573,19.72,C
pressure_sensor_1,2026-01-11T03:41:28.269573,1003.89,hPa
pressure_sensor_1,2026-01-11T03:41:36.269573,1028.87,hPa
temp_sensor_1,2026-01-11T03:41:44.269573,21.08,C
temp_sensor_1,2026-01-11T03:41:52.269573,19.28,C
temp_sensor_1,2026-01-11T03:42:00.269573,22.49,C
temp_sensor_1,2026-01-11T03:42:08.269573,20.43,C
pressure_sensor_1,2026-01-11T03:42:16.269573,103.94,hPa
temp_sensor_1,2026-01-11T03:42:24.269573,20.37,C
pressure_sensor_1,2026-01-11T03:42:32.269573,1011.43,hPa
humidity_sensor_1,2026-01-11T03:42:40.269573,46.81,%
temp_sensor_1,2026-01-11T03:42:48.269573,18.65,C
pressure_sensor_1,2026-01-11T03:42:56.269573,1002.99,hPa
temp_sensor_1,2026-01-11T03:43:04.269573,18.3,C
temp_sensor_2,2026-01-11T03:43:12.269573,20.03,C
humidity_sensor_1,2026-01-11T03:43:20.269573,54.85,%
pressure_sensor_1,2026-01-11T03:43:28.269573,1002.8,hPa
humidity_sensor_1,2026-01-11T03:43:36.269573,58.44,%
humidity_sensor_1,2026-01-11T03:43:44.269573,46.63,%
humidity_sensor_1,2026-01-11T03:43:52.269573,48.01,%
temp_sensor_1,2026-01-11T03:44:00.269573,20.22,C
temp_sensor_1,2026-01-11T03:44:08.269573,21.49,C
pressure_sensor_1,2026-01-11T03:44:16.269573,1019.16,hPa
pressure_sensor_1,2026-01-11T03:44:24.269573,996.56,hPa
temp_sensor_1,2026-01-11T03:44:32.269573,17.32,C
temp_sensor_2,2026-01-11T03:44:40.269573,18.72,C
humidity_sensor_1,2026-01-11T03:44:48.269573,50.4,%
humidity_sensor_1,2026-01-11T03:44:56.269573,54.56,%
temp_sensor_1,2026-01-11T03:45:04.269573,17.87,C
pressure_sensor_1,2026-01-11T03:45:12.269573,1021.41,hPa
humidity_sensor_1,2026-01-11T03:45:20.269573,41.48,%
pressure_sensor_1,2026-01-11T03:45:28.269573,1028.2,hPa
pressure_sensor_1,2026-01-11T03:45:36.269573,1017.54,hPa
temp_sensor_2,2026-01-11T03:45:44.269573,22.55,C
humidity_sensor_1,2026-01-11T03:45:52.269573,52.09,%
humidity_sensor_1,2026-01-11T03:46:00.269573,47.14,%
temp_sensor_1,2026-01-11T03:46:08.269573,23.02,C
temp_sensor_2,2026-01-11T03:46:16.269573,21.63,C
temp_sensor_1,2026-01-11T03:46:24.269573,19.06,C
pressure_sensor_1,2026-01-11T03:46:32.269573,1012.02,hPa
humidity_sensor_1,2026-01-11T03:46:40.269573,49.24,%
humidity_sensor_1,2026-01-11T03:46:48.269573,45.42,%
humidity_sensor_1,2026-01-11T03:46:56.269573,46.75,%
temp_sensor_2,2026-01-11T03:47:04.269573,20.47,C
pressure_sensor_1,2026-01-11T03:47:12.269573,1004.66,hPa
temp_sensor_1,2026-01-11T03:47:20.269573,18.87,C
pressure_sensor_1,2026-01-11T03:47:28.269573,1003.93,hPa
humidity_sensor_1,2026-01-11T03:47:36.269573,54.17,%
humidity_sensor_1,2026-01-11T03:47:44.269573,47.39,%
pressure_sensor_1,2026-01-11T03:47:52.269573,998.05,hPa
temp_sensor_1,2026-01-11T03:48:00.269573,21.22,C
temp_sensor_1,2026-01-11T03:48:08.269573,19.01,C
pressure_sensor_1,2026-01-11T03:48:16.269573,1008.03,hPa
temp_sensor_2,2026-01-11T03:48:24.269573,21.9,C
humidity_sensor_1,2026-01-11T03:48:32.269573,47.47,%
pressure_sensor_1,2026-01-11T03:48:40.269573,996.81,hPa
pressure_sensor_1,2026-01-11T03:48:48.269573,1020.43,hPa
pressure_sensor_1,2026-01-11T03:48:56.269573,995.52,hPa
temp_sensor_2,2026-01-11T03:49:04.269573,18.93,C
humidity_sensor_1,2026-01-11T03:49:12.269573,47.68,%
temp_sensor_2,2026-01-11T03:49:20.269573,20.2,C
pressure_sensor_1,2026-01-11T03:49:28.269573,1012.27,hPa
temp_sensor_2,2026-01-11T03:49:36.269573,17.73,C
temp_sensor_1,2026-01-11T03:49:44.269573,20.99,C
humidity_sensor_1,2026-01-11T03:49:52.269573,44.99,%
temp_sensor_1,2026-01-11T03:50:00.269573,21.16,C
humidity_sensor_1,2026-01-11T03:50:08.269573,54.5,%
humidity_sensor_1,2026-01-11T03:50:16.269573,55.87,%
temp_sensor_2,2026-01-11T03:50:24.269573,21.07,C
temp_sensor_1,2026-01-11T03:50:32.269573,17.63,C
temp_sensor_2,2026-01-11T03:50:40.269573,19.76,C
temp_sensor_1,2026-01-11T03:50:48.269573,17.07,C
humidity_sensor_1,2026-01-11T03:50:56.269573,50.89,%
pressure_sensor_1,2026-01-11T03:51:04.269573,1026.07,hPa
temp_sensor_2,2026-01-11T03:51:12.269573,17.65,C
temp_sensor_1,2026-01-11T03:51:20.269573,17.72,C
temp_sensor_1,2026-01-11T03:51:28.269573,22.37,C
temp_sensor_2,2026-01-11T03:51:36.269573,20.74,C
temp_sensor_2,2026-01-11T03:51:44.269573,18.77,C
temp_sensor_1,2026-01-11T03:51:52.269573,21.45,C
pressure_sensor_1,2026-01-11T03:52:00.269573,1007.08,hPa
humidity_sensor_1,2026-01-11T03:52:08.269573,63.3,%
humidity_sensor_1,2026-01-11T03:52:16.269573,38.83,%
temp_sensor_2,2026-01-11T03:52:24.269573,21.76,C
temp_sensor_2,2026-01-11T03:52:32.269573,21.0,C
temp_sensor_1,2026-01-11T03:52:40.269573,19.86,C
temp_sensor_1,2026-01-11T03:52:48.269573,21.16,C
pressure_sensor_1,2026-01-11T03:52:56.269573,1013.21,hPa
temp_sensor_1,2026-01-11T03:53:04.269573,19.48,C
pressure_sensor_1,2026-01-11T03:53:12.269573,1001.53,hPa
temp_sensor_2,2026-01-11T03:53:20.269573,124.61,C
temp_sensor_1,2026-01-11T03:53:28.269573,19.58,C
temp_sensor_1,2026-01-11T03:53:36.269573,16.87,C
pressure_sensor_1,2026-01-11T03:53:44.269573,1022.79,hPa
pressure_sensor_1,2026-01-11T03:53:52.269573,1030.98,hPa
pressure_sensor_1,2026-01-11T03:54:00.269573,1004.01,hPa
temp_sensor_1,2026-01-11T03:54:08.269573,15.97,C
humidity_sensor_1,2026-01-11T03:54:16.269573,54.75,%
pressure_sensor_1,2026-01-11T03:54:24.269573,1004.76,hPa
pressure_sensor_1,2026-01-11T03:54:32.269573,1015.29,hPa
temp_sensor_2,2026-01-11T03:54:40.269573,19.85,C
pressure_sensor_1,2026-01-11T03:54:48.269573,1021.8,hPa
humidity_sensor_1,2026-01-11T03:54:56.269573,61.35,%
humidity_sensor_1,2026-01-11T03:55:04.269573,52.23,%
temp_sensor_1,2026-01-11T03:55:12.269573,18.2,C
temp_sensor_2,2026-01-11T03:55:20.269573,16.92,C
temp_sensor_1,2026-01-11T03:55:28.269573,25.09,C
temp_sensor_2,2026-01-11T03:55:36.269573,17.32,C
pressure_sensor_1,2026-01-11T03:55:44.269573,1009.71,hPa
pressure_sensor_1,2026-01-11T03:55:52.269573,1030.72,hPa
humidity_sensor_1,2026-01-11T03:56:00.269573,49.45,%
humidity_sensor_1,2026-01-11T03:56:08.269573,46.51,%
humidity_sensor_1,2026-01-11T03:56:16.269573,42.92,%
temp_sensor_1,2026-01-11T03:56:24.269573,20.08,C
humidity_sensor_1,2026-01-11T03:56:32.269573,48.61,%
temp_sensor_1,2026-01-11T03:56:40.269573,20.88,C
humidity_sensor_1,2026-01-11T03:56:48.269573,49.4,%
pressure_sensor_1,2026-01-11T03:56:56.269573,1004.63,hPa
temp_sensor_2,2026-01-11T03:57:04.269573,21.13,C
humidity_sensor_1,2026-01-11T03:57:12.269573,50.55,%
pressure_sensor_1,2026-01-11T03:57:20.269573,1013.58,hPa
temp_sensor_2,2026-01-11T03:57:28.269573,19.67,C
temp_sensor_2,2026-01-11T03:57:36.269573,20.08,C
temp_sensor_2,2026-01-11T03:57:44.269573,136.37,C
humidity_sensor_1,2026-01-11T03:57:52.269573,52.45,%
pressure_sensor_1,2026-01-11T03:58:00.269573,1032.93,hPa
temp_sensor_1,2026-01-11T03:58:08.269573,21.23,C
temp_sensor_1,2026-01-11T03:58:16.269573,20.52,C
temp_sensor_1,2026-01-11T03:58:24.269573,20.01,C
temp_sensor_1,2026-01-11T03:58:32.269573,20.16,C
humidity_sensor_1,2026-01-11T03:58:40.269573,48.62,%
temp_sensor_2,2026-01-11T03:58:48.269573,18.29,C
pressure_sensor_1,2026-01-11T03:58:56.269573,1017.99,hPa
temp_sensor_2,2026-01-11T03:59:04.269573,115.16,C
humidity_sensor_1,2026-01-11T03:59:12.269573,44.63,%
temp_sensor_1,2026-01-11T03:59:20.269573,19.34,C
pressure_sensor_1,2026-01-11T03:59:28.269573,1011.33,hPa
humidity_sensor_1,2026-01-11T03:59:36.269573,56.86,%
temp_sensor_1,2026-01-11T03:59:44.269573,23.55,C
pressure_sensor_1,2026-01-11T03:59:52.269573,1024.92,hPa
temp_sensor_1,2026-01-11T04:00:00.269573,21.71,C
temp_sensor_2,2026-01-11T04:00:08.269573,16.74,C
pressure_sensor_1,2026-01-11T04:00:16.269573,1026.75,hPa
humidity_sensor_1,2026-01-11T04:00:24.269573,48.43,%
temp_sensor_1,2026-01-11T04:00:32.269573,23.54,C
pressure_sensor_1,2026-01-11T04:00:40.269573,1014.79,hPa
temp_sensor_1,2026-01-11T04:00:48.269573,20.81,C
humidity_sensor_1,2026-01-11T04:00:56.269573,59.27,%
pressure_sensor_1,2026-01-11T04:01:04.269573,1005.1,hPa
pressure_sensor_1,2026-01-11T04:01:12.269573,1017.93,hPa
pressure_sensor_1,2026-01-11T04:01:20.269573,1015.16,hPa
pressure_sensor_1,2026-01-11T04:01:28.269573,991.58,hPa
pressure_sensor_1,2026-01-11T04:01:36.269573,1033.31,hPa
pressure_sensor_1,2026-01-11T04:01:44.269573,1016.85,hPa
humidity_sensor_1,2026-01-11T04:01:52.269573,51.15,%
pressure_sensor_1,2026-01-11T04:02:00.269573,1012.34,hPa
temp_sensor_2,2026-01-11T04:02:08.269573,20.73,C
temp_sensor_2,2026-01-11T04:02:16.269573,19.53,C
temp_sensor_2,2026-01-11T04:02:24.269573,125.51,C
temp_sensor_2,2026-01-11T04:02:32.269573,20.67,C
temp_sensor_1,2026-01-11T04:02:40.269573,20.02,C
pressure_sensor_1,2026-01-11T04:02:48.269573,996.34,hPa
temp_sensor_2,2026-01-11T04:02:56.269573,149.91,C
pressure_sensor_1,2026-01-11T04:03:04.269573,1024.83,hPa
temp_sensor_2,2026-01-11T04:03:12.269573,17.26,C
humidity_sensor_1,2026-01-11T04:03:20.269573,50.97,%
humidity_sensor_1,2026-01-11T04:03:28.269573,48.57,%
temp_sensor_1,2026-01-11T04:03:36.269573,21.72,C
temp_sensor_1,2026-01-11T04:03:44.269573,18.43,C
temp_sensor_1,2026-01-11T04:03:52.269573,18.25,C
pressure_sensor_1,2026-01-11T04:04:00.269573,1028.04,hPa
temp_sensor_2,2026-01-11T04:04:08.269573,18.11,C
pressure_sensor_1,2026-01-11T04:04:16.269573,1011.15,hPa
humidity_sensor_1,2026-01-11T04:04:24.269573,50.49,%
temp_sensor_1,2026-01-11T04:04:32.269573,17.45,C
temp_sensor_2,2026-01-11T04:04:40.269573,19.23,C
temp_sensor_2,2026-01-11T04:04:48.269573,19.76,C
pressure_sensor_1,2026-01-11T04:04:56.269573,1012.1,hPa
temp_sensor_2,2026-01-11T04:05:04.269573,18.91,C
pressure_sensor_1,2026-01-11T04:05:12.269573,1001.19,hPa
temp_sensor_2,2026-01-11T04:05:20.269573,21.29,C
humidity_sensor_1,2026-01-11T04:05:28.269573,53.32,%
humidity_sensor_1,2026-01-11T04:05:36.269573,47.83,%
temp_sensor_1,2026-01-11T04:05:44.269573,21.04,C
humidity_sensor_1,2026-01-11T04:05:52.269573,132.2,%
temp_sensor_1,2026-01-11T04:06:00.269573,20.62,C
pressure_sensor_1,2026-01-11T04:06:08.269573,1028.85,hPa
temp_sensor_2,2026-01-11T04:06:16.269573,19.83,C
temp_sensor_2,2026-01-11T04:06:24.269573,21.87,C
pressure_sensor_1,2026-01-11T04:06:32.269573,1010.83,hPa
pressure_sensor_1,2026-01-11T04:06:40.269573,1020.73,hPa
temp_sensor_1,2026-01-11T04:06:48.269573,18.56,C
humidity_sensor_1,2026-01-11T04:06:56.269573,53.47,%
temp_sensor_2,2026-01-11T04:07:04.269573,22.15,C
temp_sensor_2,2026-01-11T04:07:12.269573,103.89,C
pressure_sensor_1,2026-01-11T04:07:20.269573,1003.41,hPa
temp_sensor_1,2026-01-11T04:07:28.269573,18.42,C
humidity_sensor_1,2026-01-11T04:07:36.269573,51.94,%
pressure_sensor_1,2026-01-11T04:07:44.269573,1001.67,hPa
humidity_sensor_1,2026-01-11T04:07:52.269573,55.11,%
humidity_sensor_1,2026-01-11T04:08:00.269573,51.47,%
temp_sensor_2,2026-01-11T04:08:08.269573,26.17,C
humidity_sensor_1,2026-01-11T04:08:16.269573,56.57,%
temp_sensor_2,2026-01-11T04:08:24.269573,20.75,C
pressure_sensor_1,2026-01-11T04:08:32.269573,1027.41,hPa
temp_sensor_1,2026-01-11T04:08:40.269573,23.05,C
temp_sensor_1,2026-01-11T04:08:48.269573,19.24,C
humidity_sensor_1,2026-01-11T04:08:56.269573,42.12,%
temp_sensor_2,2026-01-11T04:09:04.269573,18.78,C
temp_sensor_2,2026-01-11T04:09:12.269573,21.37,C
humidity_sensor_1,2026-01-11T04:09:20.269573,46.72,%
temp_sensor_2,2026-01-11T04:09:28.269573,16.3,C
humidity_sensor_1,2026-01-11T04:09:36.269573,44.16,%
humidity_sensor_1,2026-01-11T04:09:44.269573,50.41,%
humidity_sensor_1,2026-01-11T04:09:52.269573,55.28,%
temp_sensor_2,2026-01-11T04:10:00.269573,18.82,C
temp_sensor_1,2026-01-11T04:10:08.269573,17.96,C
humidity_sensor_1,2026-01-11T04:10:16.269573,54.1,%
humidity_sensor_1,2026-01-11T04:10:24.269573,42.65,%
pressure_sensor_1,2026-01-11T04:10:32.269573,1008.57,hPa
